dataset,track_id_input,frame_idx,t_ms,det_id,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,area_px,R_px,score,R_mono,track_id,r_px,time_ms,x_um,y_um,r_um
FAPI,9,46,92.0,25,4414.0,2865.0,4312.0,2792.0,204.0,146.0,18884.0,77.53040623326247,1.0,77.53040623326247,25,77.53040623326247,92.0,286.91,186.225,5.039476405162061
FAPI,39,46,92.0,12,2209.0,583.0,2168.0,546.0,82.0,74.0,4812.0,39.13703070387943,1.0,39.13703070387943,17,39.13703070387943,92.0,143.585,37.895,2.543906995752163
FAPI,28,46,92.0,10,4003.0,1831.0,3962.0,1786.0,82.0,90.0,5700.0,42.59537945889914,1.0,42.59537945889914,18,42.59537945889914,92.0,260.195,119.015,2.768699664828444
FAPI,27,46,92.0,4,89.0,2863.0,20.0,2782.0,138.0,162.0,13260.0,64.96760031582716,1.0,64.96760031582716,21,64.96760031582716,92.0,5.785,186.095,4.2228940205287655
FAPI,46,46,92.0,47,2569.0,683.0,2546.0,662.0,46.0,42.0,1488.0,21.76338922689847,1.0,21.76338922689847,30,21.76338922689847,92.0,166.985,44.395,1.4146202997484008
FAPI,5,47,94.0,9,4398.0,189.0,4138.0,6.0,520.0,366.0,140344.0,211.35960509656977,1.0,211.35960509656977,11,211.35960509656977,94.0,285.87,12.285,13.738374331277035
FAPI,2,47,94.0,56,3905.0,479.0,3886.0,456.0,38.0,46.0,1320.0,20.49802550887777,1.0,20.49802550887777,22,20.49802550887777,94.0,253.82500000000002,31.135,1.332371658077055
FAPI,42,47,94.0,47,4053.0,2275.0,4002.0,2236.0,102.0,78.0,6180.0,44.35262220676277,1.0,44.35262220676277,14,44.35262220676277,94.0,263.445,147.875,2.88292044343958
FAPI,1,47,94.0,29,4511.0,3328.0,4324.0,3234.0,374.0,188.0,56116.0,133.64983192316254,1.0,133.64983192316254,15,133.64983192316254,94.0,293.21500000000003,216.32,8.687239075005564
FAPI,48,47,94.0,53,1556.0,287.0,1518.0,220.0,76.0,134.0,6272.0,44.68153540496046,1.0,44.68153540496046,31,44.68153540496046,94.0,101.14,18.655,2.9042998013224297
FAPI,4,47,94.0,32,4473.0,3059.0,4358.0,2948.0,230.0,222.0,39720.0,112.44229043923004,1.0,112.44229043923004,16,112.44229043923004,94.0,290.745,198.835,7.308748878549952
FAPI,23,47,94.0,30,4594.0,3329.0,4490.0,3238.0,208.0,182.0,29336.0,96.63301103188124,1.0,96.63301103188124,12,96.63301103188124,94.0,298.61,216.38500000000002,6.281145717072281
FAPI,46,47,94.0,50,2572.0,684.0,2548.0,662.0,48.0,44.0,1672.0,23.06976657227589,1.0,23.06976657227589,30,23.06976657227589,94.0,167.18,44.46,1.4995348271979327
FAPI,40,47,94.0,46,837.0,3074.0,806.0,3044.0,62.0,60.0,2960.0,30.695231927842155,1.0,30.695231927842155,28,30.695231927842155,94.0,54.405,199.81,1.9951900753097402
FAPI,44,47,94.0,3,921.0,1382.0,900.0,1362.0,42.0,40.0,1356.0,20.775663783985824,1.0,20.775663783985824,27,20.775663783985824,94.0,59.865,89.83,1.3504181459590785
FAPI,28,47,94.0,14,4008.0,1830.0,3964.0,1782.0,88.0,96.0,6372.0,45.03632528041241,1.0,45.03632528041241,18,45.03632528041241,94.0,260.52,118.95,2.9273611432268067
FAPI,32,47,94.0,1,59.0,1269.0,0.0,1184.0,118.0,170.0,13580.0,65.74684976769517,1.0,65.74684976769517,19,65.74684976769517,94.0,3.835,82.485,4.273545234900186
FAPI,37,47,94.0,21,4271.0,832.0,4190.0,754.0,162.0,156.0,17416.0,74.45592641138043,1.0,74.45592641138043,26,74.45592641138043,94.0,277.615,54.08,4.839635216739728
FAPI,34,47,94.0,11,4612.0,2158.0,4520.0,1974.0,184.0,368.0,47680.0,123.19502982362212,1.0,123.19502982362212,23,123.19502982362212,94.0,299.78000000000003,140.27,8.007676938535438
FAPI,27,47,94.0,5,90.0,2864.0,20.0,2782.0,140.0,164.0,13796.0,66.2676632286938,1.0,66.2676632286938,21,66.2676632286938,94.0,5.8500000000000005,186.16,4.3073981098650975
FAPI,36,47,94.0,35,3226.0,3327.0,3178.0,3282.0,96.0,90.0,6412.0,45.177461086369895,1.0,45.177461086369895,20,45.177461086369895,94.0,209.69,216.255,2.9365349706140433
FAPI,8,47,94.0,25,4187.0,3288.0,4084.0,3156.0,206.0,264.0,36588.0,107.91812690967414,1.0,107.91812690967414,29,107.91812690967414,94.0,272.15500000000003,213.72,7.01467824912882
FAPI,9,47,94.0,27,4416.0,2865.0,4314.0,2792.0,204.0,146.0,19440.0,78.6634870026297,1.0,78.6634870026297,25,78.6634870026297,94.0,287.04,186.225,5.11312665517093
FAPI,30,47,94.0,63,4401.0,3294.0,4098.0,3164.0,606.0,260.0,94016.0,172.99197166185274,1.0,172.99197166185274,13,172.99197166185274,94.0,286.065,214.11,11.24447815802043
FAPI,39,47,94.0,13,2210.0,584.0,2168.0,544.0,84.0,80.0,5424.0,41.55132756797165,1.0,41.55132756797165,17,41.55132756797165,94.0,143.65,37.96,2.700836291918157
FAPI,20,47,94.0,26,3743.0,2489.0,3648.0,2404.0,190.0,170.0,25124.0,89.42716354934645,1.0,89.42716354934645,24,89.42716354934645,94.0,243.29500000000002,161.785,5.812765630707519
FAPI,44,48,96.0,3,921.0,1382.0,900.0,1362.0,42.0,40.0,1300.0,20.34214472564109,1.0,20.34214472564109,27,20.34214472564109,96.0,59.865,89.83,1.322239407166671
FAPI,20,48,96.0,28,3743.0,2489.0,3646.0,2402.0,194.0,174.0,26316.0,91.52400212410204,1.0,91.52400212410204,24,91.52400212410204,96.0,243.29500000000002,161.785,5.949060138066633
FAPI,32,48,96.0,2,60.0,1268.0,0.0,1180.0,120.0,176.0,15200.0,69.55796338302048,1.0,69.55796338302048,19,69.55796338302048,96.0,3.9000000000000004,82.42,4.5212676198963315
FAPI,30,48,96.0,71,4400.0,3294.0,4096.0,3164.0,608.0,260.0,95504.0,174.35557739887977,1.0,174.35557739887977,13,174.35557739887977,96.0,286.0,214.11,11.333112530927187
FAPI,34,48,96.0,11,4610.0,2159.0,4516.0,1974.0,188.0,370.0,49648.0,125.71177044832692,1.0,125.71177044832692,23,125.71177044832692,96.0,299.65000000000003,140.335,8.17126507914125
FAPI,28,48,96.0,14,4009.0,1830.0,3964.0,1780.0,90.0,100.0,6844.0,46.67454189429033,1.0,46.67454189429033,18,46.67454189429033,96.0,260.58500000000004,118.95,3.0338452231288713
FAPI,23,48,96.0,30,4595.0,3329.0,4486.0,3238.0,218.0,182.0,29608.0,97.0799624543071,1.0,97.0799624543071,12,97.0799624543071,96.0,298.675,216.38500000000002,6.3101975595299615
FAPI,40,48,96.0,49,836.0,3073.0,804.0,3042.0,64.0,62.0,3132.0,31.574460621325464,1.0,31.574460621325464,28,31.574460621325464,96.0,54.34,199.745,2.052339940386155
FAPI,5,48,96.0,9,4395.0,190.0,4128.0,6.0,534.0,368.0,143744.0,213.9045027099776,1.0,213.9045027099776,11,213.9045027099776,96.0,285.675,12.35,13.903792676148544
FAPI,27,49,98.0,9,94.0,2854.0,0.0,2760.0,188.0,188.0,20408.0,80.59818954070123,1.0,80.59818954070123,21,80.59818954070123,98.0,6.11,185.51000000000002,5.23888232014558
FAPI,46,49,98.0,57,2570.0,683.0,2544.0,660.0,52.0,46.0,1852.0,24.279825147895533,1.0,24.279825147895533,30,24.279825147895533,98.0,167.05,44.395,1.5781886346132097
FAPI,37,49,98.0,24,4270.0,831.0,4186.0,752.0,168.0,158.0,18100.0,75.90394548326596,1.0,75.90394548326596,26,75.90394548326596,98.0,277.55,54.015,4.933756456412287
FAPI,48,49,98.0,53,1556.0,282.0,1516.0,208.0,80.0,148.0,7868.0,50.04460195159979,1.0,50.04460195159979,31,50.04460195159979,98.0,101.14,18.330000000000002,3.252899126853986
FAPI,27,51,102.0,14,98.0,2855.0,0.0,2754.0,196.0,202.0,23408.0,86.31916250630663,1.0,86.31916250630663,21,86.31916250630663,102.0,6.37,185.57500000000002,5.610745562909931
FAPI,46,51,102.0,68,2572.0,685.0,2546.0,660.0,52.0,50.0,2108.0,25.903614421069328,1.0,25.903614421069328,30,25.903614421069328,102.0,167.18,44.525,1.6837349373695063
FAPI,46,52,104.0,76,2571.0,684.0,2544.0,658.0,54.0,52.0,2192.0,26.414679072721466,1.0,26.414679072721466,30,26.414679072721466,104.0,167.115,44.46,1.7169541397268953
FAPI,27,52,104.0,10,98.0,2851.0,0.0,2748.0,196.0,206.0,23608.0,86.68713741396085,1.0,86.68713741396085,21,86.68713741396085,104.0,6.37,185.315,5.634663931907456
FAPI,151,67,134.0,41,2975.0,3304.0,2916.0,3240.0,118.0,128.0,8540.0,52.137955732935794,1.0,52.137955732935794,32,52.137955732935794,134.0,193.375,214.76000000000002,3.388967122640827
FAPI,151,68,136.0,41,2974.0,3305.0,2914.0,3240.0,120.0,130.0,8768.0,52.82935814544293,1.0,52.82935814544293,32,52.82935814544293,136.0,193.31,214.82500000000002,3.4339082794537905
FAPI,46,68,136.0,132,2571.0,684.0,2540.0,656.0,62.0,56.0,2668.0,29.14190756176324,1.0,29.14190756176324,33,29.14190756176324,136.0,167.115,44.46,1.8942239915146106
FAPI,151,70,140.0,46,2973.0,3303.0,2912.0,3240.0,122.0,126.0,8688.0,52.58779602878194,1.0,52.58779602878194,32,52.58779602878194,140.0,193.245,214.695,3.418206741870826
FAPI,46,70,140.0,140,2570.0,683.0,2540.0,656.0,60.0,54.0,2588.0,28.701672171559103,1.0,28.701672171559103,33,28.701672171559103,140.0,167.05,44.395,1.8656086911513419
FAPI,46,71,142.0,147,2570.0,684.0,2540.0,656.0,60.0,56.0,2616.0,28.856518540128786,1.0,28.856518540128786,33,28.856518540128786,142.0,167.05,44.46,1.8756737051083712
FAPI,151,72,144.0,48,2975.0,3307.0,2914.0,3240.0,122.0,134.0,9304.0,54.42017255626804,1.0,54.42017255626804,32,54.42017255626804,144.0,193.375,214.955,3.537311216157423
FAPI,46,73,146.0,147,2572.0,684.0,2542.0,656.0,60.0,56.0,2608.0,28.812361638146328,1.0,28.812361638146328,33,28.812361638146328,146.0,167.18,44.46,1.8728035064795114
FAPI,151,74,148.0,51,2973.0,3306.0,2912.0,3240.0,122.0,132.0,9340.0,54.52535499156888,1.0,54.52535499156888,32,54.52535499156888,148.0,193.245,214.89000000000001,3.5441480744519773
FAPI,46,74,148.0,147,2570.0,683.0,2540.0,656.0,60.0,54.0,2544.0,28.456639830654,1.0,28.456639830654,33,28.456639830654,148.0,167.05,44.395,1.8496815889925102
FAPI,151,75,150.0,49,2974.0,3306.0,2912.0,3240.0,124.0,132.0,9376.0,54.63033491439735,1.0,54.63033491439735,32,54.63033491439735,150.0,193.31,214.89000000000001,3.550971769435828
FAPI,46,76,152.0,153,2573.0,684.0,2542.0,656.0,62.0,56.0,2632.0,28.944630252185583,1.0,28.944630252185583,33,28.944630252185583,152.0,167.245,44.46,1.881400966392063
FAPI,157,76,152.0,106,4103.0,660.0,3922.0,510.0,362.0,300.0,59004.0,137.04581906934771,1.0,137.04581906934771,34,137.04581906934771,152.0,266.695,42.9,8.907978239507601
FAPI,46,77,154.0,163,2572.0,683.0,2542.0,656.0,60.0,54.0,2572.0,28.61281229213077,1.0,28.61281229213077,33,28.61281229213077,154.0,167.18,44.395,1.8598327989885
FAPI,157,77,154.0,166,4110.0,656.0,3932.0,512.0,356.0,288.0,49544.0,125.5800342454553,1.0,125.5800342454553,34,125.5800342454553,154.0,267.15000000000003,42.64,8.162702225954595
FAPI,46,78,156.0,156,2570.0,683.0,2540.0,656.0,60.0,54.0,2504.0,28.2320377409108,1.0,28.2320377409108,33,28.2320377409108,156.0,167.05,44.395,1.835082453159202
FAPI,157,79,158.0,102,4101.0,657.0,3920.0,510.0,362.0,294.0,58284.0,136.20709748884622,1.0,136.20709748884622,34,136.20709748884622,158.0,266.565,42.705,8.853461336775004
FAPI,46,79,158.0,159,2572.0,683.0,2542.0,656.0,60.0,54.0,2548.0,28.47900261589753,1.0,28.47900261589753,33,28.47900261589753,158.0,167.18,44.395,1.8511351700333396
FAPI,157,81,162.0,156,4110.0,656.0,3932.0,512.0,356.0,288.0,50532.0,126.82600351914944,1.0,126.82600351914944,34,126.82600351914944,162.0,267.15000000000003,42.64,8.243690228744713
FAPI,157,82,164.0,91,4102.0,657.0,3922.0,510.0,360.0,294.0,58956.0,136.99006405521374,1.0,136.99006405521374,34,136.99006405521374,164.0,266.63,42.705,8.904354163588893
FAPI,157,84,168.0,97,4104.0,660.0,3924.0,510.0,360.0,300.0,59336.0,137.43083863020485,1.0,137.43083863020485,34,137.43083863020485,168.0,266.76,42.9,8.933004510963315
FAPI,336,111,222.0,97,2946.0,1163.0,2730.0,948.0,432.0,430.0,137132.0,208.92695209607493,1.0,208.92695209607493,35,208.92695209607493,222.0,191.49,75.595,13.58025188624487
FAPI,336,113,226.0,96,2950.0,1163.0,2734.0,952.0,432.0,422.0,137656.0,209.3257406352976,1.0,209.3257406352976,35,209.3257406352976,226.0,191.75,75.595,13.606173141294343
FAPI,336,114,228.0,95,2949.0,1162.0,2732.0,950.0,434.0,424.0,137648.0,209.31965797178825,1.0,209.31965797178825,35,209.31965797178825,228.0,191.685,75.53,13.605777768166236
FAPI,336,115,230.0,95,2947.0,1165.0,2730.0,948.0,434.0,434.0,140032.0,211.12453666518388,1.0,211.12453666518388,35,211.12453666518388,230.0,191.555,75.72500000000001,13.723094883236953
FAPI,336,117,234.0,97,2949.0,1161.0,2732.0,948.0,434.0,426.0,138716.0,210.13013627719064,1.0,210.13013627719064,35,210.13013627719064,234.0,191.685,75.465,13.658458858017392
FAPI,164,117,234.0,104,3769.0,2517.0,3624.0,2390.0,290.0,254.0,54148.0,131.28535225637282,1.0,131.28535225637282,36,131.28535225637282,234.0,244.985,163.60500000000002,8.533547896664233
FAPI,336,118,236.0,97,2947.0,1160.0,2730.0,946.0,434.0,428.0,138644.0,210.0755955842217,1.0,210.0755955842217,35,210.0755955842217,236.0,191.555,75.4,13.65491371297441
FAPI,164,118,236.0,101,3767.0,2517.0,3622.0,2390.0,290.0,254.0,54060.0,131.17862801194303,1.0,131.17862801194303,36,131.17862801194303,236.0,244.85500000000002,163.60500000000002,8.526610820776298
FAPI,164,119,238.0,104,3766.0,2516.0,3622.0,2388.0,288.0,256.0,53960.0,131.05724496752305,1.0,131.05724496752305,36,131.05724496752305,238.0,244.79000000000002,163.54,8.518720922888999
FAPI,164,121,242.0,99,3769.0,2517.0,3624.0,2390.0,290.0,254.0,54252.0,131.411369162805,1.0,131.411369162805,36,131.411369162805,242.0,244.985,163.60500000000002,8.541738995582325
FAPI,164,122,244.0,106,3768.0,2517.0,3624.0,2390.0,288.0,254.0,54080.0,131.2028911450483,1.0,131.2028911450483,36,131.2028911450483,244.0,244.92000000000002,163.60500000000002,8.52818792442814
FAPI,164,123,246.0,95,3767.0,2516.0,3622.0,2388.0,290.0,256.0,54392.0,131.58081672230472,1.0,131.58081672230472,36,131.58081672230472,246.0,244.85500000000002,163.54,8.552753086949807
FAPI,671,124,248.0,105,2457.0,2854.0,2374.0,2800.0,166.0,108.0,11452.0,60.37619412133205,1.0,60.37619412133205,37,60.37619412133205,248.0,159.705,185.51000000000002,3.9244526178865833
FAPI,671,126,252.0,103,2456.0,2853.0,2372.0,2798.0,168.0,110.0,11580.0,60.712671511046985,1.0,60.712671511046985,37,60.712671511046985,252.0,159.64000000000001,185.445,3.946323648218054
FAPI,671,128,256.0,105,2456.0,2856.0,2372.0,2804.0,168.0,104.0,11252.0,59.84666105423103,1.0,59.84666105423103,37,59.84666105423103,256.0,159.64000000000001,185.64000000000001,3.890032968525017
FAPI,671,129,258.0,104,2458.0,2855.0,2374.0,2802.0,168.0,106.0,11380.0,60.18609893298899,1.0,60.18609893298899,37,60.18609893298899,258.0,159.77,185.57500000000002,3.9120964306442847
FAPI,671,131,262.0,41,2456.0,2856.0,2372.0,2804.0,168.0,104.0,11564.0,60.67071388923453,1.0,60.67071388923453,37,60.67071388923453,262.0,159.64000000000001,185.64000000000001,3.9435964028002446
FAPI,671,132,264.0,106,2458.0,2853.0,2374.0,2798.0,168.0,110.0,11532.0,60.58671147596207,1.0,60.58671147596207,37,60.58671147596207,264.0,159.77,185.445,3.9381362459375344
FAPI,353,139,278.0,143,3906.0,481.0,3888.0,456.0,36.0,50.0,1288.0,20.248040236149336,1.0,20.248040236149336,38,20.248040236149336,278.0,253.89000000000001,31.265,1.316122615349707
FAPI,353,140,280.0,144,3906.0,481.0,3888.0,456.0,36.0,50.0,1296.0,20.310825007719227,1.0,20.310825007719227,38,20.310825007719227,280.0,253.89000000000001,31.265,1.3202036255017497
FAPI,353,141,282.0,131,3905.0,481.0,3888.0,458.0,34.0,46.0,1252.0,19.963065333312567,1.0,19.963065333312567,38,19.963065333312567,282.0,253.82500000000002,31.265,1.297599246665317
FAPI,353,143,286.0,143,3906.0,481.0,3888.0,456.0,36.0,50.0,1284.0,20.21657473114541,1.0,20.21657473114541,38,20.21657473114541,286.0,253.89000000000001,31.265,1.3140773575244518
FAPI,353,144,288.0,143,3906.0,481.0,3888.0,456.0,36.0,50.0,1292.0,20.279456919490165,1.0,20.279456919490165,38,20.279456919490165,288.0,253.89000000000001,31.265,1.3181646997668608
FAPI,353,146,292.0,139,3905.0,481.0,3888.0,458.0,34.0,46.0,1252.0,19.963065333312567,1.0,19.963065333312567,38,19.963065333312567,292.0,253.82500000000002,31.265,1.297599246665317
FAPI,452,168,336.0,21,114.0,1739.0,12.0,1616.0,204.0,246.0,28876.0,95.87239578441304,1.0,95.87239578441304,39,95.87239578441304,336.0,7.41,113.03500000000001,6.231705725986848
FAPI,452,170,340.0,26,123.0,1740.0,26.0,1618.0,194.0,244.0,27512.0,93.5806688835277,1.0,93.5806688835277,39,93.5806688835277,340.0,7.995,113.10000000000001,6.0827434774293
FAPI,452,171,342.0,24,121.0,1740.0,24.0,1618.0,194.0,244.0,27624.0,93.77095656940392,1.0,93.77095656940392,39,93.77095656940392,342.0,7.865,113.10000000000001,6.095112177011255
FAPI,452,173,346.0,19,118.0,1741.0,18.0,1620.0,200.0,242.0,27948.0,94.31927003038447,1.0,94.31927003038447,39,94.31927003038447,346.0,7.67,113.165,6.130752551974991
FAPI,452,174,348.0,26,123.0,1741.0,26.0,1620.0,194.0,242.0,27264.0,93.15793437445288,1.0,93.15793437445288,39,93.15793437445288,348.0,7.995,113.165,6.055265734339438
FAPI,452,176,352.0,21,113.0,1739.0,12.0,1618.0,202.0,242.0,27936.0,94.29901897915153,1.0,94.29901897915153,39,94.29901897915153,352.0,7.345000000000001,113.03500000000001,6.129436233644849
FAPI,982,178,356.0,120,378.0,607.0,30.0,410.0,696.0,394.0,195956.0,249.74933845163807,1.0,249.74933845163807,40,249.74933845163807,356.0,24.57,39.455,16.233706999356475
FAPI,982,179,358.0,114,379.0,607.0,30.0,410.0,698.0,394.0,196772.0,250.26880133999296,1.0,250.26880133999296,40,250.26880133999296,358.0,24.635,39.455,16.26747208709954
FAPI,982,180,360.0,122,377.0,606.0,28.0,408.0,698.0,396.0,196892.0,250.34510203017535,1.0,250.34510203017535,40,250.34510203017535,360.0,24.505000000000003,39.39,16.2724316319614
FAPI,982,181,362.0,133,378.0,601.0,30.0,396.0,696.0,410.0,200528.0,252.64608616929567,1.0,252.64608616929567,40,252.64608616929567,362.0,24.57,39.065000000000005,16.42199560100422
FAPI,584,181,362.0,17,77.0,1920.0,0.0,1780.0,154.0,280.0,20624.0,81.02359590054307,1.0,81.02359590054307,41,81.02359590054307,362.0,5.005,124.80000000000001,5.2665337335353
FAPI,982,183,366.0,127,371.0,607.0,22.0,410.0,698.0,394.0,191944.0,247.17943440679187,1.0,247.17943440679187,40,247.17943440679187,366.0,24.115000000000002,39.455,16.06666323644147
FAPI,584,183,366.0,13,76.0,1918.0,0.0,1778.0,152.0,280.0,19900.0,79.58873497585844,1.0,79.58873497585844,41,79.58873497585844,366.0,4.94,124.67,5.173267773430799
FAPI,584,184,368.0,9,75.0,1910.0,0.0,1762.0,150.0,296.0,19928.0,79.64470736885522,1.0,79.64470736885522,41,79.64470736885522,368.0,4.875,124.15,5.17690597897559
FAPI,982,184,368.0,156,369.0,607.0,20.0,410.0,698.0,394.0,190996.0,246.5682765920208,1.0,246.5682765920208,40,246.5682765920208,368.0,23.985,39.455,16.026937978481353
FAPI,584,185,370.0,8,75.0,1906.0,0.0,1756.0,150.0,300.0,19628.0,79.04294051979242,1.0,79.04294051979242,41,79.04294051979242,370.0,4.875,123.89,5.137791133786508
FAPI,584,187,374.0,12,79.0,1904.0,0.0,1754.0,158.0,300.0,19600.0,78.98654169668589,1.0,78.98654169668589,41,78.98654169668589,374.0,5.135,123.76,5.134125210284583
FAPI,584,188,376.0,12,79.0,1903.0,0.0,1752.0,158.0,302.0,19524.0,78.83325578619932,1.0,78.83325578619932,41,78.83325578619932,376.0,5.135,123.69500000000001,5.124161626102956
FAPI,1187,192,384.0,55,1467.0,2694.0,1428.0,2630.0,78.0,128.0,7992.0,50.43741280419581,1.0,50.43741280419581,42,50.43741280419581,384.0,95.355,175.11,3.2784318322727275
FAPI,1187,193,386.0,56,1467.0,2693.0,1428.0,2626.0,78.0,134.0,8140.0,50.90228357879493,1.0,50.90228357879493,42,50.90228357879493,386.0,95.355,175.04500000000002,3.3086484326216703
FAPI,1187,195,390.0,47,1474.0,2692.0,1434.0,2626.0,80.0,132.0,7888.0,50.10816682156454,1.0,50.10816682156454,42,50.10816682156454,390.0,95.81,174.98000000000002,3.257030843401695
FAPI,1187,197,394.0,48,1482.0,2693.0,1440.0,2626.0,84.0,134.0,8180.0,51.02719734595863,1.0,51.02719734595863,42,51.02719734595863,394.0,96.33,175.04500000000002,3.316767827487311
FAPI,1187,198,396.0,49,1486.0,2694.0,1444.0,2628.0,84.0,132.0,8328.0,51.48674326599624,1.0,51.48674326599624,42,51.48674326599624,396.0,96.59,175.11,3.346638312289756
FAPI,1187,200,400.0,48,1489.0,2693.0,1450.0,2628.0,78.0,130.0,8008.0,50.487875460944046,1.0,50.487875460944046,42,50.487875460944046,400.0,96.785,175.04500000000002,3.2817119049613632
