track_id,tau_ms,tau_qc_pass,fit_status,tau_source_status,fit_r2,fit_nrmse_range,fit_window_over_tau,n_points,fit_t_start_ms,fit_t_end_ms,hit_tau_lower_bound,hit_tau_upper_bound
0,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
1,4.748012764122506,False,ok,recovered_from_tracks,0.2722780485744718,0.2326214754112869,8.003348324406389,,,,False,False
2,2.915423064917697,False,ok,recovered_from_tracks,0.035793212443398,0.3076525634690034,125.53924142406832,,,,False,False
3,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
4,10.31532219812829,True,ok,recovered_from_tracks,0.957808868778804,0.0530425459725623,4.653272004311177,,,,False,False
5,10.31532219812829,True,ok,recovered_from_tracks,0.984774102065398,0.0381581657883609,2.1327496686426226,,,,False,False
6,3.8892173338680327,False,ok,recovered_from_tracks,0.9945941194581568,0.0259615504078047,2.056969131124276,,,,False,False
7,33.40050611998421,False,ok,recovered_from_tracks,0.9779010061137348,0.0458392842552915,0.7784313179746599,,,,False,False
8,14.70708650041059,False,ok,recovered_from_tracks,0.8461354622271834,0.0591351800391635,24.070029097205424,,,,False,False
9,37.31571354905278,True,ok,recovered_from_tracks,0.9929019537878596,0.0237356723259552,1.5007082720362854,,,,False,False
10,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
11,11.524484297596716,False,ok,recovered_from_tracks,0.1354832061397511,0.1689420912835125,20.131052636201744,,,,False,False
12,400.0000000000001,False,ok,recovered_from_tracks,0.9294752317132768,0.0948041466630635,0.0349999999999999,,,,False,True
13,16.799373666247643,True,ok,recovered_from_tracks,0.973468349990051,0.0484777671060321,1.190520575191614,,,,False,False
14,2.609533535895589,False,ok,recovered_from_tracks,0.0028357295497378,0.2870706120242212,133.3571671768406,,,,False,False
15,2.0,False,ok,recovered_from_tracks,-0.3501160450947618,0.3107351978692385,174.0,,,,True,False
16,215.0221774248377,False,ok,recovered_from_tracks,0.6605563379809984,0.1295906392972307,1.6091363418591849,,,,False,False
17,16.431051224762765,True,ok,recovered_from_tracks,0.9957748803173296,0.0189715484498748,1.8258113610398743,,,,False,False
18,4.963263801749598,False,ok,recovered_from_tracks,0.9691487200948632,0.0565348045184383,2.82072453917619,,,,False,False
19,400.0000000000001,False,ok,recovered_from_tracks,0.0714840693107791,0.3935336878034884,0.0099999999999999,,,,False,True
20,7.563005735029783,True,ok,recovered_from_tracks,0.9899339715662772,0.0276071342829324,4.231122006398159,,,,False,False
21,25.037584059433488,False,ok,recovered_from_tracks,0.8811502078171263,0.0658878560442818,13.499705051320664,,,,False,False
22,14.70708650041059,False,ok,recovered_from_tracks,0.7979302989604329,0.0630906572567114,14.142841955420137,,,,False,False
23,15.036764129240376,True,ok,recovered_from_tracks,0.974969174938869,0.0438120055058427,2.527139461215961,,,,False,False
24,11.02468068000533,True,ok,recovered_from_tracks,0.975598566748436,0.0453609148240411,1.9955226494586653,,,,False,False
25,13.459089604791997,False,ok,recovered_from_tracks,0.8860450151779145,0.0442654468521838,14.85984608712254,,,,False,False
26,22.912973778594367,False,ok,recovered_from_tracks,0.7972749229297419,0.0639181177514313,8.728679303375404,,,,False,False
27,13.459089604791997,True,ok,recovered_from_tracks,0.972873582017129,0.0415915619946018,3.4177646000381845,,,,False,False
28,2.0,False,ok,recovered_from_tracks,-0.0782277850439767,0.4004038077273559,170.0,,,,True,False
29,9.867958548865444,False,ok,recovered_from_tracks,0.7619391117795987,0.0556205749422746,20.06494038453017,,,,False,False
30,11.782819941207142,False,ok,recovered_from_tracks,0.9634834685786628,0.0302507332834369,16.464649461504443,,,,False,False
31,400.0000000000001,False,ok,recovered_from_tracks,0.6539715403731645,0.239062706366361,0.8449999999999998,,,,False,True
32,12.04694649945082,False,ok,recovered_from_tracks,0.93873270719989,0.0352151147878394,16.435700117787206,,,,False,False
33,17.56097284316421,False,ok,recovered_from_tracks,0.9617937972146932,0.0591660807902194,1.9361114161300497,,,,False,False
34,2.0,False,ok,recovered_from_tracks,-0.3918121071646951,0.5371075825845487,2.0,,,,True,False
35,400.0000000000001,False,ok,recovered_from_tracks,0.3717507566859442,0.2403733366296703,0.0449999999999999,,,,False,True
36,92.60386514723533,False,ok,recovered_from_tracks,0.0873044351604745,0.2607458046689443,2.0733475832216075,,,,False,False
37,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
38,15.71845544772844,False,ok,recovered_from_tracks,0.8897016827306593,0.0518919665085476,12.342179589155243,,,,False,False
39,14.384636978507046,False,ok,recovered_from_tracks,0.8013869787254264,0.0608752586719642,13.625647994652589,,,,False,False
40,400.0000000000001,False,ok,recovered_from_tracks,0.7612153235678399,0.1350597030700038,0.8399999999999997,,,,False,True
41,9.03059476272512,False,ok,recovered_from_tracks,0.9027210761696316,0.0486501024461196,21.03958875269745,,,,False,False
42,9.439996546089032,True,ok,recovered_from_tracks,0.9718689491372592,0.046498898713101,2.9661027801541238,,,,False,False
43,9.233026771825957,True,ok,recovered_from_tracks,0.9697453393486852,0.0552077987564839,2.599364281411444,,,,False,False
44,9.439996546089032,False,ok,recovered_from_tracks,0.1587527466687082,0.1900642070518434,35.38136887755275,,,,False,False
45,21.91926448205724,False,ok,recovered_from_tracks,0.9060822024796604,0.0548869924409259,8.668174069231702,,,,False,False
46,400.0000000000001,False,ok,recovered_from_tracks,0.2766371345607995,0.2375126075496875,0.5499999999999998,,,,False,True
47,72.56445998031515,False,ok,recovered_from_tracks,0.2669994329465179,0.156469939240106,4.602804183902223,,,,False,False
48,12.04694649945082,False,ok,recovered_from_tracks,0.9397772571224512,0.0414061592369229,15.6056142532525,,,,False,False
49,400.0000000000001,False,ok,recovered_from_tracks,0.6741006964363649,0.2473539922636238,0.8349999999999997,,,,False,True
50,400.0000000000001,False,ok,recovered_from_tracks,0.6119830139966902,0.2824772925282263,0.8349999999999997,,,,False,True
51,400.0000000000001,False,ok,recovered_from_tracks,0.773663141417827,0.1536835454352337,0.8349999999999997,,,,False,True
52,13.760791831605683,False,ok,recovered_from_tracks,0.9389230557831004,0.0547532585101172,7.848385566878964,,,,False,False
53,29.240621848363364,True,ok,recovered_from_tracks,0.988030531274138,0.0298897006080746,1.1627659690795196,,,,False,False
54,33.40050611998421,False,ok,recovered_from_tracks,0.4883623388507444,0.1227380393102427,9.939969137214888,,,,False,False
55,46.57674730911978,True,ok,recovered_from_tracks,0.8067925151356174,0.1094478591023926,7.128020292971253,,,,False,False
56,34.91471721350163,False,ok,recovered_from_tracks,0.812771807760927,0.1054529171292624,9.50888411811666,,,,False,False
57,14.069257088931629,True,ok,recovered_from_tracks,0.9818731590016322,0.0425630264833563,1.4215391668216886,,,,False,False
58,15.036764129240376,False,ok,recovered_from_tracks,0.8139492731139165,0.0622700354914628,12.901711986207795,,,,False,False
59,12.593094511907582,False,ok,recovered_from_tracks,0.9387149712118416,0.0385117880647019,14.928816727471862,,,,False,False
60,400.0000000000001,False,ok,recovered_from_tracks,0.7991268414775714,0.1285672483533375,0.8249999999999997,,,,False,True
61,2.0,False,ok,recovered_from_tracks,-0.3823622727464497,0.4507616740498199,165.0,,,,True,False
62,138.0156846270228,False,ok,recovered_from_tracks,0.6395562988081158,0.1367669699053677,2.391032590910233,,,,False,False
63,4.542096916211342,False,ok,recovered_from_tracks,0.0187556084792752,0.2665282360725172,72.65366769744311,,,,False,False
64,2.0,False,ok,recovered_from_tracks,-0.1060253734937264,0.420307325847319,165.0,,,,True,False
65,2.0,False,ok,recovered_from_tracks,-0.1248650940082527,0.4125675067263909,165.0,,,,True,False
66,400.0000000000001,False,ok,recovered_from_tracks,0.6174024363592199,0.2783775276610913,0.8249999999999997,,,,False,True
67,400.0000000000001,False,ok,recovered_from_tracks,0.92700636732914,0.1207338344012345,0.0149999999999999,,,,False,True
68,27.359199272459296,True,ok,recovered_from_tracks,0.9760732562660456,0.0416159795371766,1.2427264285554425,,,,False,False
69,400.0000000000001,False,ok,recovered_from_tracks,0.9143349329974796,0.0831200774445439,0.0899999999999999,,,,False,True
70,400.0000000000001,False,ok,recovered_from_tracks,0.9999875613433208,0.0014398319341952,0.0099999999999999,,,,False,True
71,13.760791831605683,False,ok,recovered_from_tracks,0.931745039959114,0.0413142797592079,13.22598308492566,,,,False,False
72,400.0000000000001,False,ok,recovered_from_tracks,0.7293062185684722,0.1922825845652635,0.8199999999999997,,,,False,True
73,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
74,2.980775897584514,False,ok,recovered_from_tracks,0.993788705389193,0.0306899157046368,2.6838649649854047,,,,False,False
75,9.867958548865444,False,ok,recovered_from_tracks,0.6229706691743675,0.0735870975469343,19.254235722528957,,,,False,False
76,10.782967067026464,False,ok,recovered_from_tracks,0.7739617777815249,0.060403847553647,17.620382109948782,,,,False,False
77,400.0000000000001,False,ok,recovered_from_tracks,0.6731608322604952,0.1516591988890822,0.8149999999999997,,,,False,True
78,26.75935505961524,False,ok,recovered_from_tracks,0.992808978681952,0.0258870433847267,0.8968826022350737,,,,False,False
79,14.70708650041059,False,ok,recovered_from_tracks,0.811019847530031,0.0659148632350409,12.510975575948583,,,,False,False
80,17.56097284316421,False,ok,recovered_from_tracks,0.7158407125454859,0.0686647984461384,10.591668335299683,,,,False,False
81,14.384636978507046,False,ok,recovered_from_tracks,0.4606317585259455,0.1227973901494527,22.66306758294257,,,,False,False
82,2.3357382868053747,False,ok,recovered_from_tracks,0.8610528553652667,0.0297425387022061,139.57043126003438,,,,False,False
83,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
84,18.357099099351917,True,ok,recovered_from_tracks,0.9264429023996452,0.0623169047078219,5.665383154339002,,,,False,False
85,37.31571354905278,False,ok,recovered_from_tracks,0.7271853074659971,0.1121339160538683,8.736266012211233,,,,False,False
86,16.799373666247643,False,ok,recovered_from_tracks,0.6018886448001592,0.076223481714482,11.190893406801171,,,,False,False
87,11.524484297596716,False,ok,recovered_from_tracks,0.5549605358201761,0.0947819149665049,15.792463705985853,,,,False,False
88,16.070804168920027,False,ok,recovered_from_tracks,0.6150593082115661,0.0857331833904005,11.69823227412482,,,,False,False
89,14.384636978507046,True,ok,recovered_from_tracks,0.9620092292132052,0.0538136388446902,1.8074839176579964,,,,False,False
90,2.0,False,ok,recovered_from_tracks,-1.3261855293933422e-06,0.1334236382537943,100.0,,,,True,False
91,15.036764129240376,False,ok,recovered_from_tracks,0.6811166220414815,0.0729473476261696,12.236675285887808,,,,False,False
92,15.373831891999664,True,ok,recovered_from_tracks,0.8958325992557843,0.0888942807168946,2.081458950819696,,,,False,False
93,11.524484297596716,False,ok,recovered_from_tracks,0.9125942969342326,0.0447234953240652,15.618920148777216,,,,False,False
94,2.0,False,ok,recovered_from_tracks,-1.997338401096597,0.7998210031193904,2.0,,,,True,False
95,400.0000000000001,False,ok,recovered_from_tracks,0.7541185904751762,0.1496183578297862,0.8099999999999997,,,,False,True
96,400.0000000000001,False,ok,recovered_from_tracks,0.6460833627633333,0.2666973024415096,0.8099999999999997,,,,False,True
97,24.488640731374684,False,ok,recovered_from_tracks,0.0751863663538026,0.3124580701084806,4.410208030110512,,,,False,False
98,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
99,400.0000000000001,False,ok,recovered_from_tracks,0.6200416627921375,0.2782961098763526,0.8099999999999997,,,,False,True
100,400.0000000000001,False,ok,recovered_from_tracks,0.4618742362921372,0.2940973474350167,0.3449999999999999,,,,False,True
101,9.65160580516214,False,ok,recovered_from_tracks,0.4582605072699602,0.1103700663938278,33.56954340455029,,,,False,False
102,13.459089604791997,False,ok,recovered_from_tracks,0.5590680798144835,0.120230170257581,24.07295066113852,,,,False,False
103,16.799373666247643,False,ok,recovered_from_tracks,0.5307066999605776,0.1024391575600054,11.190893406801171,,,,False,False
104,17.954623882526562,False,ok,recovered_from_tracks,0.4363371851674946,0.1165757403617695,10.136664582382169,,,,False,False
105,400.0000000000001,False,ok,recovered_from_tracks,0.3335512232775506,0.2873414605700221,0.5699999999999998,,,,False,True
106,10.31532219812829,False,ok,recovered_from_tracks,0.7937383878853328,0.0606729945099959,17.837542683192844,,,,False,False
107,400.0000000000001,False,ok,recovered_from_tracks,0.4974043526580247,0.1652403859616345,0.7999999999999998,,,,False,True
108,14.384636978507046,False,ok,recovered_from_tracks,0.6037828033385726,0.0837412824066107,12.513350199170745,,,,False,False
109,42.62439168462744,False,ok,recovered_from_tracks,0.73894452262363,0.0987884875535598,7.507438519419587,,,,False,False
110,11.524484297596716,False,ok,recovered_from_tracks,0.7608007829287211,0.0763605143932519,27.76696915338172,,,,False,False
111,18.768596298548967,False,ok,recovered_from_tracks,0.8294360386641182,0.0735129351953064,9.270805191406469,,,,False,False
112,22.41061204705156,False,ok,recovered_from_tracks,0.0470688107523832,0.1169998204522125,12.404837467907305,,,,False,False
113,400.0000000000001,False,ok,recovered_from_tracks,0.6516031786864109,0.2468921433241685,0.7949999999999998,,,,False,True
114,400.0000000000001,False,ok,recovered_from_tracks,0.7535490580287618,0.1637616696664013,0.7949999999999998,,,,False,True
115,13.760791831605683,False,ok,recovered_from_tracks,0.7907196142436956,0.1204641073197207,5.232257044585976,,,,False,False
116,13.760791831605683,False,ok,recovered_from_tracks,0.8024536742130953,0.0988603754350941,8.865768881104016,,,,False,False
117,9.233026771825957,False,ok,recovered_from_tracks,0.523544240388041,0.1329345662740378,17.762322589644867,,,,False,False
118,400.0000000000001,False,ok,recovered_from_tracks,0.7049365261200793,0.1986027857993171,0.7949999999999998,,,,False,True
119,14.384636978507046,False,ok,recovered_from_tracks,0.0428128240115921,0.257410399597766,22.10691868520165,,,,False,False
120,400.0000000000001,False,ok,recovered_from_tracks,0.7508354813502457,0.1825799268774072,0.7899999999999998,,,,False,True
121,2.3357382868053747,False,ok,recovered_from_tracks,0.9118895495713266,0.1024070338859123,3.425041257914954,,,,False,False
122,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
123,400.0000000000001,False,ok,recovered_from_tracks,0.4303280582948077,0.2685989721508048,0.7899999999999998,,,,False,True
124,400.0000000000001,False,ok,recovered_from_tracks,0.683333398175924,0.2209128453112469,0.7899999999999998,,,,False,True
125,2.0,False,ok,recovered_from_tracks,0.4998340077333834,0.293373707701904,3.0,,,,True,False
126,5.074521530557533,False,ok,recovered_from_tracks,0.932122389412433,0.0810058902599021,2.758880796089919,,,,False,False
127,11.782819941207142,False,ok,recovered_from_tracks,0.5634383587747529,0.1021361587486855,14.427785610596676,,,,False,False
128,11.271812604135118,False,ok,recovered_from_tracks,0.7073691710342194,0.1091607719913655,14.19470014443846,,,,False,False
129,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
130,23.951732860758774,False,ok,recovered_from_tracks,0.8305499653953303,0.068705769573739,7.09760755049664,,,,False,False
131,215.0221774248377,False,ok,recovered_from_tracks,0.6435046135210138,0.133856347227694,1.460314483652555,,,,False,False
132,6.3339189999078975,False,ok,recovered_from_tracks,0.4743885595381168,0.0979630806514673,49.574363045148814,,,,False,False
133,8.083094411232402,False,ok,recovered_from_tracks,0.3144150365972827,0.1270279459803042,38.84650902551137,,,,False,False
134,7.905874407234307,False,ok,recovered_from_tracks,0.221098770994792,0.1673084945185345,39.717301822132775,,,,False,False
135,400.0000000000001,False,ok,recovered_from_tracks,0.6848974052969443,0.2023704934494614,0.7849999999999998,,,,False,True
136,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
137,400.0000000000001,False,ok,recovered_from_tracks,0.700183169227087,0.1609307106123691,0.7849999999999998,,,,False,True
138,400.0000000000001,False,ok,recovered_from_tracks,0.7256870566256725,0.120774793188061,0.7799999999999998,,,,False,True
139,11.02468068000533,False,ok,recovered_from_tracks,0.0795689350460182,0.0929398104753197,15.41994774581696,,,,False,False
140,400.0000000000001,False,ok,recovered_from_tracks,0.9953863340873064,0.0247336204035154,0.0199999999999999,,,,False,True
141,2.0,False,ok,recovered_from_tracks,0.1715428187955787,0.347993597621565,5.0,,,,True,False
142,4.542096916211342,False,ok,recovered_from_tracks,0.2318299194212609,0.2890554366932364,2.2016262938619127,,,,False,False
143,9.867958548865444,False,ok,recovered_from_tracks,0.2630912908764691,0.0998870054709866,17.43015023302621,,,,False,False
144,400.0000000000001,False,ok,recovered_from_tracks,0.8305244304169921,0.1918511207858834,0.0149999999999999,,,,False,True
145,400.0000000000001,False,ok,recovered_from_tracks,0.75700979841445,0.1573873723293049,0.7749999999999998,,,,False,True
146,2.0,False,ok,recovered_from_tracks,0.2408108857441369,0.3495346904185091,4.0,,,,True,False
147,400.0000000000001,False,ok,recovered_from_tracks,0.2638502890425448,0.2057914181738356,0.4499999999999998,,,,False,True
148,6.621067056307046,False,ok,recovered_from_tracks,0.892493682500404,0.046323481439008,25.07148750923357,,,,False,False
149,8.832601029318843,False,ok,recovered_from_tracks,0.6335736584691531,0.0765053619105869,19.24687863016837,,,,False,False
150,11.524484297596716,False,ok,recovered_from_tracks,0.7516828223242038,0.105669922454122,14.23057169110813,,,,False,False
151,176.13010350895294,False,ok,recovered_from_tracks,0.6575928872574346,0.1416664748189668,1.7487073127413677,,,,False,False
152,2.0,False,ok,recovered_from_tracks,-0.1974251568632101,0.4705620604409877,2.0,,,,True,False
153,400.0000000000001,False,ok,recovered_from_tracks,0.7538671073931025,0.1552785727129825,0.7699999999999998,,,,False,True
154,5.796442644630868,False,ok,recovered_from_tracks,0.1244221478665642,0.3798967231061105,19.322195847783195,,,,False,False
155,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
156,6.3339189999078975,False,ok,recovered_from_tracks,0.309626250472684,0.3477084335801022,9.472808225187672,,,,False,False
157,400.0000000000001,False,ok,recovered_from_tracks,0.607146445011153,0.267988103218011,0.7699999999999998,,,,False,True
158,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
159,400.0000000000001,False,ok,recovered_from_tracks,0.875057184190517,0.1467909965633491,0.0349999999999999,,,,False,True
160,79.29301469291843,False,ok,recovered_from_tracks,0.2566966000377676,0.1558741497104328,3.884327026697184,,,,False,False
161,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
162,400.0000000000001,False,ok,recovered_from_tracks,0.6381629567603878,0.2794728744622275,0.7699999999999998,,,,False,True
163,400.0000000000001,False,ok,recovered_from_tracks,0.777651066895782,0.1131772703169599,0.7649999999999998,,,,False,True
164,400.0000000000001,False,ok,recovered_from_tracks,0.6540178143436183,0.2778172483577275,0.7649999999999998,,,,False,True
165,400.0000000000001,False,ok,recovered_from_tracks,0.9984603556479054,0.0164199988959986,0.0149999999999999,,,,False,True
166,400.0000000000001,False,ok,recovered_from_tracks,0.4896080859894115,0.2523375793076053,0.7649999999999998,,,,False,True
167,400.0000000000001,False,ok,recovered_from_tracks,0.6764972182584352,0.1288884167032679,0.7599999999999998,,,,False,True
168,5.4234834747439935,False,ok,recovered_from_tracks,0.7857848390558695,0.1429734133209053,8.481633661135357,,,,False,False
169,2.0,False,ok,recovered_from_tracks,0.0162904098717198,0.2644188097255367,23.0,,,,True,False
170,400.0000000000001,False,ok,recovered_from_tracks,0.6890219511682736,0.1345902291922927,0.7599999999999998,,,,False,True
171,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
172,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
173,2.0,False,ok,recovered_from_tracks,0.1421189957546329,0.1609475616511201,78.0,,,,True,False
174,400.0000000000001,False,ok,recovered_from_tracks,0.6460095242075417,0.1976352492518771,0.7549999999999998,,,,False,True
175,2.0,False,ok,recovered_from_tracks,-0.5933301655166134,0.5137897431865214,3.0,,,,True,False
176,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
177,2.0,False,ok,recovered_from_tracks,0.0053987230194506,0.1447804613581478,81.0,,,,True,False
178,400.0000000000001,False,ok,recovered_from_tracks,0.8207313044167425,0.1238326374882347,0.7499999999999998,,,,False,True
179,342.50412579149554,False,ok,recovered_from_tracks,0.0659159581980072,0.2450793910043654,0.3328427058697658,,,,False,False
180,6.92123296252319,False,ok,recovered_from_tracks,0.1539072339304088,0.1171481072245139,22.82830253735598,,,,False,False
181,2.0,False,ok,recovered_from_tracks,0.0445491634794419,0.339159337692834,15.0,,,,True,False
182,6.92123296252319,False,ok,recovered_from_tracks,0.8359738644678123,0.0685693441737819,19.64967813342034,,,,False,False
183,2.0,False,ok,recovered_from_tracks,0.7465677063462152,0.1805652890134004,5.0,,,,True,False
184,2.0,False,ok,recovered_from_tracks,-0.0001541947105523,0.1420909969681718,80.0,,,,True,False
185,2.0,False,ok,recovered_from_tracks,0.8075310858919662,0.1705773283712416,3.0,,,,True,False
186,16.431051224762765,False,ok,recovered_from_tracks,0.2734525703010095,0.3745965852858108,1.704090603637216,,,,False,False
187,2.0,False,ok,recovered_from_tracks,-0.6125943941838916,0.2940140329206953,32.0,,,,True,False
188,400.0000000000001,False,ok,recovered_from_tracks,0.475327972212387,0.1807940816868805,0.7499999999999998,,,,False,True
189,,False,fit_exception,recovered_from_tracks,,,,,,,False,False
190,2.851503078222642,False,ok,recovered_from_tracks,0.1779624727885835,0.2563812777261551,14.027689573785144,,,,False,False
191,400.0000000000001,False,ok,recovered_from_tracks,0.2570628683957453,0.1987937930485857,0.7499999999999998,,,,False,True
192,69.41742288345432,False,ok,recovered_from_tracks,0.4655404942551797,0.1630581393577354,2.621820177703252,,,,False,False
193,400.0000000000001,False,ok,recovered_from_tracks,0.2722612246263233,0.2633887118750764,0.7499999999999998,,,,False,True
194,2.0,False,ok,recovered_from_tracks,-4.151744074957777,0.4114081026785303,60.0,,,,True,False
195,2.0,False,ok,recovered_from_tracks,-0.5436758171174831,0.4972708471384799,16.0,,,,True,False
196,2.0,False,ok,recovered_from_tracks,0.7802784217849025,0.0571900278284759,68.0,,,,True,False
197,4.3451114015843215,False,ok,recovered_from_tracks,0.0795446635962981,0.139505818335217,35.90241666603048,,,,False,False
